epoch,steps,Pearson_Correlation,Spearman_Correlation
0,-1,0.9496441451659369,0.9472329930720597
1,-1,0.9610667332846874,0.9545999231773018
2,-1,0.9624959237088211,0.956362995233622
0,-1,0.9692511083140933,0.9621477089360059
1,-1,0.971952215686659,0.9650977685637855
2,-1,0.9713829346403723,0.9660841507203387
